"","recordID","survivorShip","gender","productType","issueDate","matDate","birthDate","currentDate","baseFee","riderFee","rollUpRate","gbAmt","gmwbBalance","wbWithdrawalRate","withdrawal","FundValue1","FundValue2","FundValue3","FundValue4","FundValue5","FundValue6","FundValue7","FundValue8","FundValue9","FundValue10","FundNum1","FundNum2","FundNum3","FundNum4","FundNum5","FundNum6","FundNum7","FundNum8","FundNum9","FundNum10","FundFee1","FundFee2","FundFee3","FundFee4","FundFee5","FundFee6","FundFee7","FundFee8","FundFee9","FundFee10","age","ttm","fmv","Delta1","Delta2","Delta3","Delta4","Delta5","Rho1y","Rho2y","Rho3y","Rho4y","Rho5y","Rho7y","Rho10y","Rho30y"
"60926",60926,1,"F","WBRU",37622,46023,26359,41791,0.02,0.0075,0.05,713002.507797,105946.855533,0.05,310930.943843,9891.262727,10511.776782,0,3353.962489,0,10232.219395,7893.061061,5950.705473,7361.921858,7163.001758,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,42.2794520547945,11.5945205479452,80856.848483,-23785.97085,-17810.48035,-10286.9204,-7554.54545,-1398.16055,-6.276273,-7.053592,-5.766402,0,0,0,0,0
"60963",60963,1,"F","WBRU",37865,44440,26573,41791,0.02,0.0075,0.05,421763.340066,87947.006795,0.05,170979.097529,5396.301972,5176.406808,3322.054453,2166.473516,4226.324222,5354.50423,4274.040049,3527.555954,0,4041.540404,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,41.6931506849315,7.25753424657534,71733.678037,-13310.6311,-8155.70755,-6259.26525,-4710.94915,-5006.6191,-3.082092,-4.579967,-5.955599,-2.365074,0,0,0,0
"61458",61458,1,"M","WBRU",38869,46539,25204,41791,0.02,0.0075,0.05,253382.068919,103100.334464,0.05,76973.571306,8478.87468,7458.808303,4450.783734,4920.925188,0,0,6191.39797,6646.420306,5261.654864,6606.25137,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,45.4438356164384,13.0082191780822,64196.183755,-14530.94065,-9322.0586,-11230.14165,-8460.52815,-1179.6002,-1.394432,-4.669555,-4.761335,-6.055114,-10.827963,-4.881707,0,0
"61467",61467,1,"F","WBRU",38838,45778,24898,41791,0.02,0.0075,0.05,246470.364013,83188.847858,0.05,83631.996079,5330.771941,4703.38617,2783.722562,3082.291441,4668.49358,5102.349487,0,4170.889421,3298.980355,4153.527871,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,46.2821917808219,10.9232876712329,56244.04264,-10473.1659,-7928.73535,-5462.5092,-5516.63365,-5097.49755,-1.217776,-4.503672,-4.622011,-5.64359,-10.049927,-3.834268,0,0
"62287",62287,1,"M","WBRU",39508,46082,19756,41791,0.02,0.0075,0.05,203264.373375,97514.368206,0.05,54164.636794,16547.57127,0,0,9657.191154,13220.063511,16681.292842,0,0,10613.179158,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,60.3698630136986,11.7561643835616,37228.616275,-22279.88875,-8245.57405,-6161.3526,-7900.1813,-11046.7159,-0.875206,-1.501749,-2.959163,-5.797188,-11.24585,-16.479455,-2.537582,0
"62453",62453,1,"F","WBRU",40817,48488,21094,41791,0.02,0.0075,0.05,426028.909855,344832.243476,0.05,41588.536438,46504.87101,44886.162777,35380.406001,26676.377199,31798.531448,45902.244502,40665.35315,35356.747004,38108.15569,36486.829861,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,56.7041095890411,18.3479452054795,15723.085857,-52089.6418,-34315.74295,-38546.3875,-24552.2333,-19690.05045,-0.897056,-1.192079,-2.704014,-4.218289,-8.958077,-28.87653,-72.480015,-5.658657
"62454",62454,1,"M","WBRU",40575,49341,21276,41791,0.02,0.0075,0.05,446120.091668,321593.286467,0.05,63782.022176,42339.101379,0,28652.901262,26164.678715,31172.280582,40759.177546,34937.674967,33524.638628,31378.419441,33163.393472,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,56.2054794520548,20.6849315068493,42874.902778,-66880.63195,-20043.55015,-46108.8587,-31810.68,-25254.462,-1.335589,-1.927786,-4.008254,-6.127569,-13.239888,-44.702699,-74.50975,-2.569536
"62890",62890,1,"F","WBRU",40148,47818,21429,41791,0.02,0.0075,0.05,410245.986114,261138.010082,0.05,76372.377968,34604.169591,33691.316127,20870.213963,17678.128852,22059.226012,34328.621093,26990.51892,25047.254523,24252.829554,25320.596164,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,55.786301369863,16.5123287671233,29663.020726,-51299.30445,-34459.49875,-33248.65905,-22008.0973,-17624.45855,-1.240528,-1.916519,-3.860529,-5.885533,-13.270169,-43.478208,-36.764665,0
"63273",63273,1,"F","WBRU",40330,48731,26207,41791,0.02,0.0075,0.05,140199.799948,101065.419983,0.05,20044.438519,25712.675011,0,0,11916.352957,14957.366829,25085.152745,0,17680.390739,0,18265.018646,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,42.6958904109589,19.013698630137,3790.64867,-26072.7213,-6689.34245,-1880.23245,-12937.10175,-10422.8758,-0.37188,-0.547795,-1.140006,-1.74064,-3.666627,-12.332117,-16.041043,-0.078975
"63510",63510,1,"M","WBRU",37257,44927,21582,41791,0.02,0.0075,0.05,700586.356896,64115.356537,0.05,325997.341647,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,55.3671232876712,8.59178082191781,63464.906248,0,0,0,0,0,-3.361513,-3.549494,0,0,0,0,0,0
"63722",63722,1,"F","WBRU",40238,49735,20911,41791,0.02,0.0075,0.05,165290.087526,105213.764433,0.05,30770.799633,22141.122522,0,14100.071387,11883.744785,14708.424066,0,17742.51707,16414.675162,0,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,57.2054794520548,21.7643835616438,16962.808371,-28625.0159,0,-16543.2954,-14830.17685,-11272.1938,-0.593207,-0.914812,-1.809631,-2.728496,-6.016884,-20.174053,-19.249912,1e-06
"64237",64237,1,"M","WBRU",40664,49796,26299,41791,0.02,0.0075,0.05,455014.254318,328004.795499,0.05,65053.625249,43038.591148,38560.922854,30066.775733,0,31915.269276,41259.591066,36075.090751,34098.493725,32501.448432,33899.593974,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,42.4438356164384,21.9315068493151,38614.725615,-63761.80895,-40417.57005,-44637.82465,-14368.4068,-24851.30955,-1.232858,-1.755016,-3.72746,-5.777735,-12.427543,-41.969407,-80.352741,-3.375269
"64288",64288,1,"M","WBRU",38626,47027,21033,41791,0.02,0.0075,0.05,601966.478179,203176.142371,0.05,204258.464682,16950.636677,15627.05893,9578.135156,9079.411408,0,16523.664213,0,12769.648989,11240.07747,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,56.8712328767123,14.3452054794521,136592.541159,-30991.0975,-23869.92255,-16210.6012,-14329.54445,0,-4.812786,-8.751207,-10.58407,-14.043508,-17.733003,-3.847219,0,0
"65322",65322,1,"M","WBRU",40725,49857,27030,41791,0.02,0.0075,0.05,184914.627834,149671.828584,0.05,18051.18986,19176.820069,17638.217098,13356.28904,11399.734544,13604.677793,18577.337536,16049.552849,14887.507401,14564.294105,14917.373866,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,40.441095890411,22.0986301369863,13041.348205,-27235.7027,-17518.4826,-19023.665,-12831.78905,-10206.76315,-0.513878,-0.685794,-1.511237,-2.360161,-5.008089,-16.688079,-35.747264,-2.051325
"65379",65379,1,"F","WBRU",38869,46174,22372,41791,0.02,0.0075,0.05,195942.332614,79728.293776,0.05,59524.263795,0,7022.063973,4190.171787,4632.784498,6948.407822,7631.263125,5828.8658,0,0,6219.427803,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,53.2027397260274,12.0082191780822,46282.702632,-7975.7426,-10337.88005,-7595.914,-5311.6297,-7458.08875,-1.032053,-3.564815,-4.015856,-4.729752,-8.382334,-3.779783,0,0
"65757",65757,1,"F","WBRU",39692,46997,25720,41791,0.02,0.0075,0.05,534669.298139,297398.377228,0.05,121529.008272,32886.203767,29905.513821,20181.53264,17610.165133,22661.783771,31818.414852,25910.260584,24631.627403,22909.174536,24805.676327,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,44.0301369863014,14.2630136986301,75060.67766,-63546.44665,-41855.75565,-41426.71875,-26959.5996,-21806.65015,-2.193504,-3.58208,-6.795791,-11.136745,-28.838458,-58.806646,-16.231324,0
"66345",66345,1,"F","WBRU",37288,45323,20637,41791,0.02,0.0075,0.05,755293.988815,69122.018873,0.05,351453.935824,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,57.9561643835616,9.67671232876712,68519.669616,0,0,0,0,0,-3.711817,-4.322646,0,0,0,0,0,0
"66690",66690,1,"F","WBRU",41306,50437,26573,41791,0.02,0.0075,0.05,330893.939381,298592.388156,0.05,16544.696969,39919.153687,39110.828236,0,28843.275324,31890.645497,39624.529948,37286.935912,33994.319479,36070.766311,34743.762064,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,41.6931506849315,23.6876712328767,13636.856678,-48983.88965,-32100.8308,-23176.9141,-26453.21005,-20730.89985,-0.672504,-0.781849,-1.941486,-3.084744,-6.612268,-20.210974,-78.643654,-14.864469
"66900",66900,1,"M","WBRU",38596,45901,22981,41791,0.02,0.0075,0.05,203309.857001,68621.283658,0.05,68986.830249,4525.079955,4104.074968,2518.322271,2445.034653,4011.288948,0,3404.485898,3423.926038,2954.28379,3556.524836,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,51.5342465753425,11.2602739726027,46618.671881,-8133.63205,-5365.6726,-6574.2021,-4558.8659,-4445.72535,-1.764461,-2.818907,-3.522297,-4.809067,-5.743159,-1.0513,0,0
"67203",67203,1,"M","WBRU",39356,48488,26604,41791,0.02,0.0075,0.05,131184.456997,62934.636455,0.05,34957.225156,10771.290007,0,0,7587.608363,10337.447588,0,0,0,0,9013.027134,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,41.6082191780822,18.3479452054795,30560.079305,-11065.1563,-1578.68555,-1578.68555,-8127.62425,-10660.7969,-0.625518,-1.082356,-3.027715,-4.288985,-6.255641,-9.079429,-0.875718,0
"67779",67779,1,"M","WBRU",38412,46447,25965,41791,0.02,0.0075,0.05,656382.300346,178173.8453,0.05,244936.03795,14795.669589,0,8363.381225,7578.188523,0,14511.570566,0,10905.398899,0,11597.520451,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,43.358904109589,12.7561643835616,139725.838575,-28210.32745,-7342.41415,-9636.0794,-13814.5208,-2090.626,-5.40757,-7.971353,-10.995463,-14.607399,-11.701145,0,0,0
"68110",68110,1,"M","WBRU",40026,48427,25720,41791,0.02,0.0075,0.05,353909.876948,225277.819023,0.05,65884.712596,35927.64564,34720.183413,0,16687.664153,21140.085554,35565.749995,27371.108634,24809.38948,24323.216825,25136.472646,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,44.0301369863014,18.1808219178082,16570.023782,-48204.8721,-32147.9785,-19507.30865,-19814.4703,-15918.9682,-1.03284,-1.612945,-3.248297,-4.949753,-11.086057,-35.833581,-23.87157,2e-06
"68157",68157,1,"M","WBRU",37347,45017,26177,41791,0.02,0.0075,0.05,744813.050341,68162.837894,0.05,346576.938082,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,42.7780821917808,8.83835616438356,67614.540307,0,0,0,0,0,-3.826615,-5.228484,0,0,0,0,0,0
"68180",68180,1,"M","WBRU",39264,49126,19725,41791,0.02,0.0075,0.05,235666.591042,113059.058758,0.05,62798.97995,7424.65837,7171.79041,3800.140297,4970.382872,6816.087807,7364.151443,5351.343209,6244.668505,4651.496551,6090.320243,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,60.4547945205479,20.0958904109589,60084.753095,-16384.0731,-11078.91095,-9463.00525,-7977.7087,-6933.98245,-1.148143,-2.66273,-5.913669,-6.125875,-10.537638,-13.774827,-0.584268,0
"68806",68806,1,"M","WBRU",38443,45748,27851,41791,0.02,0.0075,0.05,227528.56805,61762.238049,0.05,84904.70561,0,0,0,0,11943.106287,13934.271754,0,0,9502.621758,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,38.1917808219178,10.841095890411,37767.674758,-7885.21715,-7930.47205,-6240.53565,0,-11243.1445,-1.24656,-4.103725,-4.446873,-5.192849,-4.471535,0,0,0
"68838",68838,1,"M","WBRU",39692,47727,22890,41791,0.02,0.0075,0.05,507832.575747,282471.023595,0.05,115429.087687,31235.542463,28404.462657,19168.558469,16726.25593,21524.318047,30221.349209,24609.743661,23395.289074,21759.291498,23560.601939,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,51.7835616438356,16.2630136986301,69269.2131,-59145.02255,-38956.5243,-38557.2868,-25096.81205,-20301.31565,-2.042104,-3.337599,-6.328409,-10.374047,-26.833329,-54.430247,-14.956301,0
"68982",68982,1,"M","WBRU",39783,48549,23012,41791,0.02,0.0075,0.05,200288.408513,111406.149327,0.05,45525.059583,0,28296.49796,0,11996.588504,15550.694182,29046.266121,22891.126864,19109.155406,0,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,51.4493150684931,18.5150684931507,5811.082547,-19434.3214,-19132.74295,-5807.1378,-11764.07945,-9053.06155,-0.541944,-0.895005,-1.741016,-2.635069,-6.032917,-17.628715,-6.899614,0
"69161",69161,1,"F","WBRU",38718,45658,27395,41791,0.02,0.0075,0.05,211977.007427,71546.626268,0.05,71927.756203,4361.616303,3783.564392,2324.228632,2487.731908,3941.960788,4147.57248,3209.592299,3389.9992,0,3414.906369,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,39.441095890411,10.5945205479452,49908.150587,-10186.68905,-5757.89835,-4324.0178,-4548.933,-4352.54925,-1.454803,-3.524465,-3.69671,-4.968958,-7.398239,-2.227887,0,0
"69254",69254,1,"M","WBRU",37653,44958,20972,41791,0.02,0.0075,0.05,453014.304752,67314.54739,0.05,197553.534259,5981.951403,6464.028577,3776.123966,1980.773216,4039.59026,6229.368105,4799.553243,3555.952694,4508.855643,4317.221309,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,57.0383561643836,8.67671232876712,45057.153164,-13402.7423,-10127.58265,-9231.2646,-4183.58665,-4456.17375,-3.738831,-5.128382,-4.056155,0,0,0,0,0
"69273",69273,1,"M","WBRU",39692,47727,26696,41791,0.02,0.0075,0.05,512609.688455,285128.190506,0.05,116514.913583,31529.371008,28671.659615,19348.874519,16883.597569,21726.794411,30505.637374,24841.244209,23615.36541,21963.978225,23782.233351,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,41.3561643835616,16.2630136986301,71531.752942,-60776.12995,-40036.8932,-39620.47585,-25778.0524,-20849.65765,-2.097747,-3.426353,-6.498602,-10.648577,-27.561801,-56.134594,-15.477844,0
"69727",69727,1,"M","WBRU",40238,48274,20121,41791,0.02,0.0075,0.05,455992.943125,290257.781452,0.05,84888.741345,37046.278407,35068.909206,23592.08164,19883.748774,24609.970535,36337.538386,29686.580992,27464.850772,26736.597005,27722.64942,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,59.3698630136986,17.7616438356164,33412.528772,-53670.6855,-35292.64975,-35825.28905,-23686.22195,-19008.60885,-1.30059,-2.001368,-4.036045,-6.156252,-13.651676,-45.885761,-45.036288,1e-06
"70175",70175,1,"F","DBRP",37712,45748,25355,41791,0.02,0.0025,0,395547.020503,0,0,0,44015.875581,47073.533308,28540.006785,16025.037287,32204.250296,45646.286749,35786.734305,27416.236294,33695.87396,32976.03005,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,45.0301369863014,10.841095890411,-7190.329394,-3630.42295,-2686.8242,-2504.9078,-1214.6931,-1346.04975,-0.029079,-0.042168,-0.08156,-0.122888,-0.258463,-0.718008,-1.208986,-0.039542
"70897",70897,1,"M","DBRP",40664,48700,26846,41791,0.02,0.0025,0,341904.80458,0,0,0,416386.396521,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,40.9452054794521,18.9287671232877,-13853.826736,-19603.93,0,0,0,0,0.005238,0.024854,0.004218,-0.02043,-0.07387,-0.294228,-3.251481,-3.342376
"71030",71030,1,"M","DBRP",38961,45170,24412,41791,0.02,0.0025,0,371092.152441,0,0,0,35115.446375,32642.261202,18914.524471,21206.486219,31538.458234,34311.835438,25972.442893,28076.924114,22553.814656,28198.12252,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,47.613698630137,9.25753424657534,-2787.797148,-4283.809,-2818.24925,-2560.5996,-1993.94325,-1869.33,-0.092221,-0.155796,-0.290313,-0.424795,-0.86735,-2.225084,-1.326764,0
"71154",71154,1,"F","DBRP",39326,45901,25355,41791,0.02,0.0025,0,173430.519752,0,0,0,19036.322855,18663.494866,9957.904804,13247.716663,18110.409495,18992.798486,13868.659782,0,0,15962.03427,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,45.0301369863014,11.2602739726027,-2576.215662,-1537.35285,-1109.0286,-753.7968,-621.16525,-833.30245,-0.013468,-0.019838,-0.041151,-0.062611,-0.131881,-0.372121,-0.753721,-0.045205
"71329",71329,1,"F","DBRP",38991,48488,27851,41791,0.02,0.0025,0,390783.217005,0,0,0,35957.091543,32688.71274,19297.454658,22392.10557,33100.39756,34820.246487,26546.384741,29192.32084,22881.488548,29038.977885,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,38.1917808219178,18.3479452054795,-8976.651164,-4458.7538,-2894.9177,-2632.5444,-2104.6447,-2020.387,-0.011577,-0.00256,-0.023896,-0.04227,-0.090845,-0.276927,-2.608821,-2.460995
"72639",72639,1,"M","DBRP",39904,46113,19694,41791,0.02,0.0025,0,141022.842321,0,0,0,26068.612602,25076.077543,16013.780067,10382.985189,13230.912488,25761.80272,20533.546761,16684.36938,18468.400019,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,60.5397260273973,11.841095890411,-3290.160568,-2876.96395,-1850.4258,-1846.06125,-1040.3139,-821.0265,-0.002268,-0.004776,-0.053254,-0.112493,-0.274819,-0.890841,-2.368982,-0.24125
"73113",73113,1,"F","DBRP",40179,48945,24351,41791,0.02,0.0025,0,257196.922755,0,0,0,36553.716943,35674.397481,22283.921165,17914.67473,22393.456777,36297.229491,28664.305124,25907.710411,25830.737509,26378.260669,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,47.7808219178082,19.6,-9547.955348,-4674.5849,-3170.6607,-3029.08415,-1966.1968,-1628.69445,-0.001071,0.010542,-0.009283,-0.027893,-0.067348,-0.220317,-2.546445,-3.06996
"73187",73187,1,"M","DBRP",38108,45778,19207,41791,0.02,0.0025,0,358253.841007,0,0,0,34697.491922,32659.896001,20865.143405,16411.462233,29891.195475,34148.954923,27155.613282,24597.797271,24220.001987,27098.907482,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,61.8739726027397,10.9232876712329,5587.588675,-10444.2049,-6961.58355,-6789.87605,-4251.799,-4602.14855,-0.260521,-0.390003,-0.761511,-1.132294,-2.362073,-6.536381,-11.378001,-0.430423
"73275",73275,1,"M","DBRP",39448,45292,27760,41791,0.02,0.0025,0,429828.538286,0,0,0,42306.543379,42631.117664,22760.200951,25720.49038,35532.795701,42669.107901,31249.228325,33855.152897,27779.817873,33992.694957,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,38.441095890411,9.59178082191781,-6083.299335,-3481.49355,-2408.359,-2076.6283,-1607.5081,-1419.0277,-0.036162,-0.056736,-0.110481,-0.168003,-0.365456,-1.06059,-0.871384,0
"73916",73916,1,"F","DBRP",40299,49065,19633,41791,0.02,0.0025,0,175128.119392,0,0,0,0,28189.523785,21518.255139,0,19125.359792,29938.980451,25941.359795,22040.755533,23459.128496,22656.457022,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,60.7068493150685,19.9287671232877,-4422.945108,-3708.548,-3821.3896,-4249.81305,-1351.5492,-2444.708,0.002869,0.034306,-0.006765,-0.043245,-0.112808,-0.404588,-5.790082,-7.776435
"74344",74344,1,"M","DBRP",40452,49218,22190,41791,0.02,0.0025,0,159569.91882,0,0,0,21632.919602,20275.485658,13953.511262,11381.191339,14322.340094,21123.958401,17433.422811,15821.339902,15679.109833,16044.095594,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,53.7013698630137,20.3479452054795,-3795.300897,-4659.51345,-2973.9629,-3114.58535,-2222.7955,-1931.8059,-0.012119,0.008992,-0.037539,-0.078644,-0.161825,-0.460249,-5.338115,-7.277617
"74438",74438,1,"M","DBRP",36678,46174,22555,41791,0.02,0.0025,0,157368.754572,0,0,0,10581.421217,0,5560.182329,6598.470568,14415.137305,11636.779591,7770.72242,8775.1452,7314.170185,10025.843785,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,52.7013698630137,12.0082191780822,2548.701948,-2418.8286,-767.4926,-1420.83375,-1113.6164,-1454.8417,-0.057059,-0.081892,-0.168217,-0.252396,-0.514629,-1.394732,-3.543099,-0.411258
"74569",74569,1,"M","DBRP",39569,49065,27576,41791,0.02,0.0025,0,149212.502364,0,0,0,14632.330421,14393.037239,7711.217714,9242.490567,12283.334966,14613.775821,10693.760908,11927.50545,9397.345796,11731.959541,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,38.9452054794521,19.9287671232877,-3014.005526,-2428.0933,-1621.94285,-1415.40675,-1187.44605,-1064.07805,-0.006537,0.005934,-0.010137,-0.024589,-0.061406,-0.213338,-2.369977,-2.838887
"75051",75051,1,"M","DBRP",39326,45901,27729,41791,0.02,0.0025,0,156194.450011,0,0,0,13715.546642,13446.926504,7174.60556,9544.89358,13048.432097,13684.187618,9992.279053,11760.462038,8761.205507,11500.541738,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,38.5260273972603,11.2602739726027,-2118.2567,-1395.0304,-940.50815,-809.5837,-703.39615,-630.47165,-0.012406,-0.017267,-0.038118,-0.059967,-0.131906,-0.394798,-0.835691,-0.050387
"75155",75155,1,"F","DBRP",38657,48519,22007,41791,0.02,0.0025,0,390916.30512,0,0,0,37514.308322,34248.885977,21526.117966,20819.353955,33461.655758,36426.140313,28658.056108,28763.224085,25069.906468,29893.703566,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,54.2027397260274,18.4328767123288,-3660.07508,-8081.50095,-5193.8541,-5019.76995,-3683.53205,-3788.994,-0.051511,-0.016603,-0.113863,-0.198574,-0.426111,-1.256511,-11.061356,-10.403256
"75496",75496,1,"M","DBRP",40210,49341,28126,41791,0.02,0.0025,0,400697.169959,0,0,0,55536.283738,53501.096154,35236.109397,28073.083085,34918.784011,54859.40797,44420.931363,39971.868193,40189.460892,40747.009172,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,37.4383561643836,20.6849315068493,-15413.136035,-7180.451,-4838.40035,-4756.0624,-3054.5909,-2535.0132,0.000793,0.023265,0.002425,-0.017129,-0.052898,-0.228922,-3.59117,-5.102466
