"","recordID","gender","productType","age","ttm","gbAmt","gmwbBalance","wbWithdrawalRate","withdrawal","FundValue1","FundValue2","FundValue3","FundValue4","FundValue5","FundValue6","FundValue7","FundValue8","FundValue9","FundValue10","fmv"
"181601",181601,"F","IBSU",51.7013698630137,19.9287671232877,433043.57533,0,0,0,49609.563147,49386.77068,45505.096445,29894.907876,34948.804022,49569.544895,47579.538812,38609.325282,46729.563677,41210.460495,120828.55215
"182016",182016,"M","IBSU",60.7068493150685,9.92328767123288,184820.727565,0,0,0,15812.056171,15744.521151,9360.904931,6832.378516,13952.589754,15960.581984,12292.02161,10809.271192,11127.986969,12409.787141,78028.867644
"182459",182459,"M","IBSU",46.1972602739726,8.33972602739726,439791.841923,0,0,0,39476.693999,36846.588045,23230.913285,18744.383695,33755.427785,38707.348308,30561.076057,28031.049952,27066.322232,30601.857003,220882.890827
"182733",182733,"M","IBSU",37.1917808219178,19.013698630137,159877.475989,0,0,0,24192.776105,23934.994793,21667.570976,15246.433327,17679.575321,24113.067618,0,0,22368.031481,20297.167605,50651.897138
"182865",182865,"F","IBSU",53.9534246575342,9.59178082191781,453218.54883,0,0,0,43390.676106,43723.567818,23343.445923,26379.594697,36443.346732,43762.53158,32050.010152,34722.713239,28491.693798,34863.779903,202283.669209
"183137",183137,"F","IBSU",45.6958904109589,20.2657534246575,453234.497432,0,0,0,39360.548486,36588.380254,21201.099071,23770.135801,35351.138676,38459.789119,29112.248407,31471.140111,25280.342612,31606.990178,153463.063488
"183154",183154,"M","IBSU",60.3698630136986,20.0958904109589,434183.25482,0,0,0,44376.456853,0,23269.287905,25768.996891,38578.460611,43116.615813,32386.783881,34795.086245,27852.005646,34842.197434,87087.552614
"183387",183387,"M","IBSU",60.1260273972603,11.2602739726027,427840.471421,0,0,0,37155.237995,34538.39005,20013.234369,22438.331955,33370.469199,36304.946778,27481.134276,29707.860936,23863.92422,29836.099534,169170.335694
"183588",183588,"F","IBSU",37.6054794520548,18.9287671232877,215276.616147,0,0,0,20485.342212,19282.348928,12318.746378,9689.300333,17647.712688,20161.486869,16032.629456,14522.499087,14299.449372,0,82839.811689
"183627",183627,"F","IBSU",59.4547945205479,18.6,188435.463238,0,0,0,16867.395369,15487.195305,9590.222359,8486.281952,14904.946267,16425.849569,12833.818432,12323.211227,11232.704645,13168.76212,55716.308382
"184446",184446,"M","IBSU",44.1150684931507,19.6,415557.744354,0,0,0,37437.290091,32475.666789,19949.673586,21353.079833,33835.238889,35600.076519,27549.062007,29097.558027,23385.989927,29311.345042,136667.761843
"184650",184650,"F","IBSU",54.2876712328767,8.25753424657534,178380.649412,0,0,0,15050.912652,17320.639295,9195.285464,6229.355876,13330.816529,16121.636747,11899.16492,10093.231401,11323.303405,12171.818197,89469.722557
"184792",184792,"M","IBSU",46.0301369863014,9.84109589041096,160756.389345,0,0,0,12677.648355,15733.833168,6688.815793,7947.092548,0,14039.773488,0,10541.832702,8833.345327,0,96619.515457
"184879",184879,"F","IBSU",38.7753424657534,10.5945205479452,146303.966467,0,0,0,9067.690037,10732.740341,5143.993331,5086.652218,11019.484879,9836.06667,6912.168403,7116.850546,6540.689044,8271.758805,83441.377685
"185083",185083,"M","IBSU",36.772602739726,9.25753424657534,364186.927583,0,0,0,31106.297495,30497.078033,16271.711276,21647.427331,29593.309054,31035.176513,22662.079243,26672.245763,19870.05491,26082.757179,187819.061219
"185680",185680,"F","IBSU",61.2082191780822,9.92328767123288,376189.802715,0,0,0,21296.280554,27538.619255,11310.307666,13123.008628,28545.258242,23970.804465,15723.332414,17556.308097,15089.952394,20345.841403,195865.736783
"185793",185793,"F","IBSU",60.7068493150685,10.427397260274,203835.223427,0,0,0,18360.569751,16765.665483,11148.108978,7990.916114,15191.701616,17859.760246,14441.680827,12490.094904,12793.099815,13942.274554,89224.037908
"185874",185874,"F","IBSU",37.8575342465753,19.013698630137,469441.544208,0,0,0,48116.637378,0,25257.68514,27925.683747,41883.890665,46000.033185,35135.470477,37717.669833,29859.28542,37489.715746,174621.56634
"185891",185891,"M","IBSU",53.1205479452055,19.3479452054795,169761.665719,0,0,0,15153.699601,13970.434338,8562.757002,8116.902961,13127.024244,14771.990491,11487.891449,11415.938439,10048.516804,11908.51693,48597.330774
"186484",186484,"F","IBSU",46.4465753424658,9.67671232876712,402466.562909,0,0,0,35718.939403,32953.120028,19928.968704,18505.921278,32028.734595,34850.342982,26920.476588,26479.654939,23506.778525,28050.168594,200937.073131
"186725",186725,"F","IBSU",53.0356164383562,17.6821917808219,210353.057134,0,0,0,20641.3753,18668.771253,10659.709069,13162.778833,18911.701963,0,14946.17171,16954.675928,12764.930616,16584.642494,74597.394183
"187340",187340,"M","IBSU",54.0356164383562,19.1808219178082,371091.120863,0,0,0,52868.851184,51092.026133,30408.060144,24556.511204,31108.412958,52336.308439,40277.592459,36507.928561,35792.507628,36989.243462,90105.478069
"187434",187434,"M","IBSU",38.3561643835616,9.59178082191781,135845.695117,0,0,0,13607.519097,11804.093057,7251.20765,7761.310739,0,12939.73789,10013.395373,10576.234967,8500.222739,10653.941203,72329.504937
"188178",188178,"M","IBSU",53.6164383561644,9.17260273972603,158879.612906,0,0,0,0,16401.752665,9427.046105,10620.400445,15869.000091,17441.886611,13124.3307,14221.4933,0,14195.392915,73845.687754
"188605",188605,"M","IBSU",36.9424657534247,20.4328767123288,428894.024064,0,0,0,52085.719367,50366.378277,41698.280702,29698.901092,35361.077227,51449.024102,46707.541377,39480.368797,44245.479961,41181.800838,128424.553043
"188700",188700,"F","IBSU",37.8575342465753,8.42465753424658,388206.420351,0,0,0,34516.867026,36614.308374,21682.795073,12866.641353,26183.99176,35680.304556,27630.463392,21791.439066,25786.771163,26007.118505,210279.365401
"189347",189347,"F","IBSU",45.358904109589,9.08767123287671,187139.855743,0,0,0,16668.8227,16101.118304,8531.552791,11158.820611,15302.543699,16532.980862,12014.100407,14019.671605,10442.900862,13673.150097,93872.529621
"189517",189517,"M","IBSU",61.4547945205479,20.5150684931507,189957.985842,0,0,0,26234.454879,25290.052312,15791.01737,10721.975251,13898.464394,25960.159123,20458.990957,17078.846313,18338.750931,17796.767165,28965.24157
"189549",189549,"M","IBSU",45.9479452054794,19.1808219178082,167704.05324,0,0,0,19899.365501,20069.319589,17896.972837,12955.229447,14952.577389,19984.732356,18896.232234,16093.180992,18557.699912,16974.79409,48119.783844
